Recap results for each fold:


====================== Fold 0 ====================== 
Saving model in /Users/lfoppiano/development/projects/grobid/grobid-home/tmp/material_nfold_0_faleffqznd.wapiti
Training input data: /Users/lfoppiano/development/projects/grobid/grobid-home/tmp/material4430465112287362039.train
Evaluation input data: /Users/lfoppiano/development/projects/grobid/grobid-home/tmp/material219957325820222084.test
=== START RAW RESULTS ===
CdRe	cdre	C	Cd	CdR	CdRe	e	Re	dRe	CdRe	INITCAP	NODIGIT	0	NOPUNCT	CdRe	XxXXx	XxXx	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
B	b	B	B	B	B	B	B	B	B	ALLCAPS	NODIGIT	1	NOPUNCT	B	X	X	<formula>	<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
C	c	C	C	C	C	C	C	C	C	ALLCAPS	NODIGIT	1	NOPUNCT	C	X	X	<formula>	<formula>
(	(	(	(	(	(	(	(	(	(	ALLCAPS	NODIGIT	1	OPENBRACKET	(	(	(	<other>	<other>
nonmagnetic	nonmagnetic	n	no	non	nonm	c	ic	tic	etic	NOCAPS	NODIGIT	0	NOPUNCT	nonmagnetic	xxxx	x	<other>	<other>
R	r	R	R	R	R	R	R	R	R	ALLCAPS	NODIGIT	1	NOPUNCT	R	X	X	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
Y	y	Y	Y	Y	Y	Y	Y	Y	Y	ALLCAPS	NODIGIT	1	NOPUNCT	Y	X	X	I-<value>	I-<value>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	<value>	<value>
Lu	lu	L	Lu	Lu	Lu	u	Lu	Lu	Lu	INITCAP	NODIGIT	0	NOPUNCT	Lu	Xx	Xx	<value>	<value>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	<value>	<value>
Sc	sc	S	Sc	Sc	Sc	c	Sc	Sc	Sc	INITCAP	NODIGIT	0	NOPUNCT	Sc	Xx	Xx	<value>	<value>
;	;	;	;	;	;	;	;	;	;	ALLCAPS	NODIGIT	1	PUNCT	;	;	;	<other>	<other>
magnetic	magnetic	m	ma	mag	magn	c	ic	tic	etic	NOCAPS	NODIGIT	0	NOPUNCT	magnetic	xxxx	x	<other>	<other>
R	r	R	R	R	R	R	R	R	R	ALLCAPS	NODIGIT	1	NOPUNCT	R	X	X	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
lanthanide	lanthanide	l	la	lan	lant	e	de	ide	nide	NOCAPS	NODIGIT	0	NOPUNCT	lanthanide	xxxx	x	I-<value>	I-<value>
elements	elements	e	el	ele	elem	s	ts	nts	ents	NOCAPS	NODIGIT	0	NOPUNCT	elements	xxxx	x	<value>	<value>

LSCO	lsco	L	LS	LSC	LSCO	O	CO	SCO	LSCO	ALLCAPS	NODIGIT	0	NOPUNCT	LSCO	XXXX	X	I-<name>	I-<name>

ZrZn	zrzn	Z	Zr	ZrZ	ZrZn	n	Zn	rZn	ZrZn	INITCAP	NODIGIT	0	NOPUNCT	ZrZn	XxXXx	XxXx	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

PET	pet	P	PE	PET	PET	T	ET	PET	PET	ALLCAPS	NODIGIT	0	NOPUNCT	PET	XXX	X	I-<name>	I-<name>

Na	na	N	Na	Na	Na	a	Na	Na	Na	INITCAP	NODIGIT	0	NOPUNCT	Na	Xx	Xx	I-<formula>	I-<formula>
x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	<formula>	<formula>
CoO	coo	C	Co	CoO	CoO	O	oO	CoO	CoO	INITCAP	NODIGIT	0	NOPUNCT	CoO	XxX	XxX	<formula>	<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
•	•	•	•	•	•	•	•	•	•	ALLCAPS	NODIGIT	1	NOPUNCT	•	•	•	<formula>	<formula>
yH	yh	y	yH	yH	yH	H	yH	yH	yH	NOCAPS	NODIGIT	0	NOPUNCT	yH	xX	xX	<formula>	<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
O	o	O	O	O	O	O	O	O	O	ALLCAPS	NODIGIT	1	NOPUNCT	O	X	X	<formula>	<formula>

Pt	pt	P	Pt	Pt	Pt	t	Pt	Pt	Pt	INITCAP	NODIGIT	0	NOPUNCT	Pt	Xx	Xx	I-<name>	I-<name>
doped	doped	d	do	dop	dope	d	ed	ped	oped	NOCAPS	NODIGIT	0	NOPUNCT	doped	xxxx	x	<other>	<other>
Zr	zr	Z	Zr	Zr	Zr	r	Zr	Zr	Zr	INITCAP	NODIGIT	0	NOPUNCT	Zr	Xx	Xx	I-<formula>	I-<formula>
5	5	5	5	5	5	5	5	5	5	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
Ge	ge	G	Ge	Ge	Ge	e	Ge	Ge	Ge	INITCAP	NODIGIT	0	NOPUNCT	Ge	Xx	Xx	<formula>	<formula>
3	3	3	3	3	3	3	3	3	3	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

RuSr	rusr	R	Ru	RuS	RuSr	r	Sr	uSr	RuSr	INITCAP	NODIGIT	0	NOPUNCT	RuSr	XxXXx	XxXx	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
LnCu	lncu	L	Ln	LnC	LnCu	u	Cu	nCu	LnCu	INITCAP	NODIGIT	0	NOPUNCT	LnCu	XxXXx	XxXx	<formula>	<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
O	o	O	O	O	O	O	O	O	O	ALLCAPS	NODIGIT	1	NOPUNCT	O	X	X	<formula>	<formula>
8	8	8	8	8	8	8	8	8	8	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
(	(	(	(	(	(	(	(	(	(	ALLCAPS	NODIGIT	1	OPENBRACKET	(	(	(	<other>	<other>
Ru	ru	R	Ru	Ru	Ru	u	Ru	Ru	Ru	INITCAP	NODIGIT	0	NOPUNCT	Ru	Xx	Xx	I-<name>	I-<name>
-	-	-	-	-	-	-	-	-	-	ALLCAPS	NODIGIT	1	HYPHEN	-	-	-	<name>	<name>
1212	1212	1	12	121	1212	2	12	212	1212	NOCAPS	ALLDIGIT	0	NOPUNCT	XXXX	dddd	d	<name>	<name>
)	)	)	)	)	)	)	)	)	)	ALLCAPS	NODIGIT	1	ENDBRACKET	)	)	)	<other>	<other>

LSCO	lsco	L	LS	LSC	LSCO	O	CO	SCO	LSCO	ALLCAPS	NODIGIT	0	NOPUNCT	LSCO	XXXX	X	I-<name>	I-<name>

x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	I-<value>	I-<value>
and	and	a	an	and	and	d	nd	and	and	NOCAPS	NODIGIT	0	NOPUNCT	and	xxx	x	<value>	<value>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<value>	<value>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<value>	<value>
05	05	0	05	05	05	5	05	05	05	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	<value>	<value>

x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	I-<variable>	I-<variable>
≤	≤	≤	≤	≤	≤	≤	≤	≤	≤	ALLCAPS	NODIGIT	1	NOPUNCT	≤	≤	≤	I-<value>	I-<value>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<value>	<value>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<value>	<value>
5	5	5	5	5	5	5	5	5	5	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<value>	<value>

LaO	lao	L	La	LaO	LaO	O	aO	LaO	LaO	INITCAP	NODIGIT	0	NOPUNCT	LaO	XxX	XxX	I-<formula>	I-<formula>
1	1	1	1	1	1	1	1	1	1	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
Àx	àx	À	Àx	Àx	Àx	x	Àx	Àx	Àx	INITCAP	NODIGIT	0	NOPUNCT	Àx	Xx	Xx	<formula>	<formula>
F	f	F	F	F	F	F	F	F	F	ALLCAPS	NODIGIT	1	NOPUNCT	F	X	X	<formula>	<formula>
x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	<formula>	<formula>
FeAs	feas	F	Fe	FeA	FeAs	s	As	eAs	FeAs	INITCAP	NODIGIT	0	NOPUNCT	FeAs	XxXXx	XxXx	<formula>	<formula>

SnSb	snsb	S	Sn	SnS	SnSb	b	Sb	nSb	SnSb	INITCAP	NODIGIT	0	NOPUNCT	SnSb	XxXXx	XxXx	I-<formula>	I-<formula>

1	1	1	1	1	1	1	1	1	1	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	I-<value>	I-<value>
/	/	/	/	/	/	/	/	/	/	ALLCAPS	NODIGIT	1	NOPUNCT	/	/	/	<value>	<value>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<value>	<value>
≤	≤	≤	≤	≤	≤	≤	≤	≤	≤	ALLCAPS	NODIGIT	1	NOPUNCT	≤	≤	≤	<value>	<value>
x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	I-<variable>	I-<variable>
≤1	≤1	≤	≤1	≤1	≤1	1	≤1	≤1	≤1	ALLCAPS	CONTAINDIGIT	0	NOPUNCT	≤X	≤d	≤d	I-<value>	I-<value>
/	/	/	/	/	/	/	/	/	/	ALLCAPS	NODIGIT	1	NOPUNCT	/	/	/	<value>	<value>
3	3	3	3	3	3	3	3	3	3	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<value>	<value>

La	la	L	La	La	La	a	La	La	La	INITCAP	NODIGIT	0	NOPUNCT	La	Xx	Xx	I-<formula>	I-<formula>
1	1	1	1	1	1	1	1	1	1	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<formula>	<formula>
75	75	7	75	75	75	5	75	75	75	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	<formula>	<formula>
Sr	sr	S	Sr	Sr	Sr	r	Sr	Sr	Sr	INITCAP	NODIGIT	0	NOPUNCT	Sr	Xx	Xx	<formula>	<formula>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<formula>	<formula>
25	25	2	25	25	25	5	25	25	25	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	<formula>	<formula>
CuO	cuo	C	Cu	CuO	CuO	O	uO	CuO	CuO	INITCAP	NODIGIT	0	NOPUNCT	CuO	XxX	XxX	<formula>	<formula>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

δ	δ	δ	δ	δ	δ	δ	δ	δ	δ	NOCAPS	NODIGIT	1	NOPUNCT	δ	x	x	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	I-<value>	I-<value>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<value>	<value>
13	13	1	13	13	13	3	13	13	13	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	<value>	<value>

La	la	L	La	La	La	a	La	La	La	INITCAP	NODIGIT	0	NOPUNCT	La	Xx	Xx	I-<formula>	I-<formula>
1	1	1	1	1	1	1	1	1	1	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<formula>	<formula>
94	94	9	94	94	94	4	94	94	94	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	<formula>	<formula>
Sr	sr	S	Sr	Sr	Sr	r	Sr	Sr	Sr	INITCAP	NODIGIT	0	NOPUNCT	Sr	Xx	Xx	<formula>	<formula>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<formula>	<formula>
06	06	0	06	06	06	6	06	06	06	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	<formula>	<formula>
CuO	cuo	C	Cu	CuO	CuO	O	uO	CuO	CuO	INITCAP	NODIGIT	0	NOPUNCT	CuO	XxX	XxX	<formula>	<formula>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

MgB	mgb	M	Mg	MgB	MgB	B	gB	MgB	MgB	INITCAP	NODIGIT	0	NOPUNCT	MgB	XxX	XxX	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

SnSb	snsb	S	Sn	SnS	SnSb	b	Sb	nSb	SnSb	INITCAP	NODIGIT	0	NOPUNCT	SnSb	XxXXx	XxXx	I-<formula>	I-<formula>

11	11	1	11	11	11	1	11	11	11	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	I-<formula>	I-<formula>
B	b	B	B	B	B	B	B	B	B	ALLCAPS	NODIGIT	1	NOPUNCT	B	X	X	<formula>	<formula>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
C	c	C	C	C	C	C	C	C	C	ALLCAPS	NODIGIT	1	NOPUNCT	C	X	X	<formula>	<formula>

single	single	s	si	sin	sing	e	le	gle	ngle	NOCAPS	NODIGIT	0	NOPUNCT	single	xxxx	x	I-<shape>	I-<shape>
crystals	crystals	c	cr	cry	crys	s	ls	als	tals	NOCAPS	NODIGIT	0	NOPUNCT	crystals	xxxx	x	<shape>	<shape>
of	of	o	of	of	of	f	of	of	of	NOCAPS	NODIGIT	0	NOPUNCT	of	xx	x	<other>	<other>
La	la	L	La	La	La	a	La	La	La	INITCAP	NODIGIT	0	NOPUNCT	La	Xx	Xx	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
−	−	−	−	−	−	−	−	−	−	ALLCAPS	NODIGIT	1	HYPHEN	−	−	−	<formula>	<formula>
x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	<formula>	<formula>
Ba	ba	B	Ba	Ba	Ba	a	Ba	Ba	Ba	INITCAP	NODIGIT	0	NOPUNCT	Ba	Xx	Xx	<formula>	<formula>
x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	<formula>	<formula>
CuO	cuo	C	Cu	CuO	CuO	O	uO	CuO	CuO	INITCAP	NODIGIT	0	NOPUNCT	CuO	XxX	XxX	<formula>	<formula>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

undoped	undoped	u	un	und	undo	d	ed	ped	oped	NOCAPS	NODIGIT	0	NOPUNCT	undoped	xxxx	x	I-<doping>	I-<doping>
La	la	L	La	La	La	a	La	La	La	INITCAP	NODIGIT	0	NOPUNCT	La	Xx	Xx	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
CuO	cuo	C	Cu	CuO	CuO	O	uO	CuO	CuO	INITCAP	NODIGIT	0	NOPUNCT	CuO	XxX	XxX	<formula>	<formula>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

B	b	B	B	B	B	B	B	B	B	ALLCAPS	NODIGIT	1	NOPUNCT	B	X	X	I-<formula>	I-<formula>
4	4	4	4	4	4	4	4	4	4	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
C	c	C	C	C	C	C	C	C	C	ALLCAPS	NODIGIT	1	NOPUNCT	C	X	X	<formula>	<formula>

x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	I-<value>	I-<value>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<value>	<value>
5	5	5	5	5	5	5	5	5	5	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<value>	<value>

H	h	H	H	H	H	H	H	H	H	ALLCAPS	NODIGIT	1	NOPUNCT	H	X	X	I-<formula>	I-<formula>
3	3	3	3	3	3	3	3	3	3	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
S	s	S	S	S	S	S	S	S	S	ALLCAPS	NODIGIT	1	NOPUNCT	S	X	X	<formula>	<formula>

x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	I-<value>	I-<value>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<value>	<value>
10	10	1	10	10	10	0	10	10	10	NOCAPS	ALLDIGIT	0	NOPUNCT	XX	dd	d	<value>	<value>
single	single	s	si	sin	sing	e	le	gle	ngle	NOCAPS	NODIGIT	0	NOPUNCT	single	xxxx	x	I-<shape>	I-<shape>
crystal	crystal	c	cr	cry	crys	l	al	tal	stal	NOCAPS	NODIGIT	0	NOPUNCT	crystal	xxxx	x	<shape>	<shape>

OD	od	O	OD	OD	OD	D	OD	OD	OD	ALLCAPS	NODIGIT	0	NOPUNCT	OD	XX	X	I-<doping>	I-<doping>
Tl	tl	T	Tl	Tl	Tl	l	Tl	Tl	Tl	INITCAP	NODIGIT	0	NOPUNCT	Tl	Xx	Xx	I-<name>	I-<name>
2201	2201	2	22	220	2201	1	01	201	2201	NOCAPS	ALLDIGIT	0	NOPUNCT	XXXX	dddd	d	<name>	<name>

x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
1	1	1	1	1	1	1	1	1	1	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	I-<value>	I-<value>

x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	I-<value>	I-<value>

NdOFeAs	ndofeas	N	Nd	NdO	NdOF	s	As	eAs	FeAs	INITCAP	NODIGIT	0	NOPUNCT	NdOFeAs	XxXxXx	XxXxXx	I-<formula>	I-<formula>

Nb	nb	N	Nb	Nb	Nb	b	Nb	Nb	Nb	INITCAP	NODIGIT	0	NOPUNCT	Nb	Xx	Xx	I-<doping>	I-<doping>
based	based	b	ba	bas	base	d	ed	sed	ased	NOCAPS	NODIGIT	0	NOPUNCT	based	xxxx	x	<doping>	<doping>

Pr	pr	P	Pr	Pr	Pr	r	Pr	Pr	Pr	INITCAP	NODIGIT	0	NOPUNCT	Pr	Xx	Xx	I-<formula>	I-<formula>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<formula>	<formula>
5	5	5	5	5	5	5	5	5	5	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
Ca	ca	C	Ca	Ca	Ca	a	Ca	Ca	Ca	INITCAP	NODIGIT	0	NOPUNCT	Ca	Xx	Xx	<formula>	<formula>
0	0	0	0	0	0	0	0	0	0	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	<formula>	<formula>
5	5	5	5	5	5	5	5	5	5	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
Ba	ba	B	Ba	Ba	Ba	a	Ba	Ba	Ba	INITCAP	NODIGIT	0	NOPUNCT	Ba	Xx	Xx	<formula>	<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
Cu	cu	C	Cu	Cu	Cu	u	Cu	Cu	Cu	INITCAP	NODIGIT	0	NOPUNCT	Cu	Xx	Xx	<formula>	<formula>
3	3	3	3	3	3	3	3	3	3	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
O	o	O	O	O	O	O	O	O	O	ALLCAPS	NODIGIT	1	NOPUNCT	O	X	X	<formula>	<formula>
7	7	7	7	7	7	7	7	7	7	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
−	−	−	−	−	−	−	−	−	−	ALLCAPS	NODIGIT	1	HYPHEN	−	−	−	<formula>	<formula>
δ	δ	δ	δ	δ	δ	δ	δ	δ	δ	NOCAPS	NODIGIT	1	NOPUNCT	δ	x	x	<formula>	<formula>
epitaxial	epitaxial	e	ep	epi	epit	l	al	ial	xial	NOCAPS	NODIGIT	0	NOPUNCT	epitaxial	xxxx	x	I-<shape>	I-<shape>
thin	thin	t	th	thi	thin	n	in	hin	thin	NOCAPS	NODIGIT	0	NOPUNCT	thin	xxxx	x	<shape>	<shape>
films	films	f	fi	fil	film	s	ms	lms	ilms	NOCAPS	NODIGIT	0	NOPUNCT	films	xxxx	x	<shape>	<shape>

La	la	L	La	La	La	a	La	La	La	INITCAP	NODIGIT	0	NOPUNCT	La	Xx	Xx	I-<formula>	I-<formula>
(	(	(	(	(	(	(	(	(	(	ALLCAPS	NODIGIT	1	OPENBRACKET	(	(	(	<formula>	<formula>
O	o	O	O	O	O	O	O	O	O	ALLCAPS	NODIGIT	1	NOPUNCT	O	X	X	<formula>	<formula>
1	1	1	1	1	1	1	1	1	1	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
−	−	−	−	−	−	−	−	−	−	ALLCAPS	NODIGIT	1	HYPHEN	−	−	−	<formula>	<formula>
x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	<formula>	<formula>
F	f	F	F	F	F	F	F	F	F	ALLCAPS	NODIGIT	1	NOPUNCT	F	X	X	<formula>	<formula>
x	x	x	x	x	x	x	x	x	x	NOCAPS	NODIGIT	1	NOPUNCT	x	x	x	<formula>	<formula>
)	)	)	)	)	)	)	)	)	)	ALLCAPS	NODIGIT	1	ENDBRACKET	)	)	)	<formula>	<formula>
FeAs	feas	F	Fe	FeA	FeAs	s	As	eAs	FeAs	INITCAP	NODIGIT	0	NOPUNCT	FeAs	XxXXx	XxXx	<formula>	<formula>

M	m	M	M	M	M	M	M	M	M	ALLCAPS	NODIGIT	1	NOPUNCT	M	X	X	I-<variable>	I-<variable>
=	=	=	=	=	=	=	=	=	=	ALLCAPS	NODIGIT	1	NOPUNCT	=	=	=	<other>	<other>
Ir	ir	I	Ir	Ir	Ir	r	Ir	Ir	Ir	INITCAP	NODIGIT	0	NOPUNCT	Ir	Xx	Xx	I-<value>	I-<value>
and	and	a	an	and	and	d	nd	and	and	NOCAPS	NODIGIT	0	NOPUNCT	and	xxx	x	<value>	<value>
Ga	ga	G	Ga	Ga	Ga	a	Ga	Ga	Ga	INITCAP	NODIGIT	0	NOPUNCT	Ga	Xx	Xx	<value>	<value>

MgB	mgb	M	Mg	MgB	MgB	B	gB	MgB	MgB	INITCAP	NODIGIT	0	NOPUNCT	MgB	XxX	XxX	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>

Cs	cs	C	Cs	Cs	Cs	s	Cs	Cs	Cs	INITCAP	NODIGIT	0	NOPUNCT	Cs	Xx	Xx	I-<formula>	I-<formula>

Tl	tl	T	Tl	Tl	Tl	l	Tl	Tl	Tl	INITCAP	NODIGIT	0	NOPUNCT	Tl	Xx	Xx	I-<name>	I-<name>
-	-	-	-	-	-	-	-	-	-	ALLCAPS	NODIGIT	1	HYPHEN	-	-	-	<name>	<name>
2201	2201	2	22	220	2201	1	01	201	2201	NOCAPS	ALLDIGIT	0	NOPUNCT	XXXX	dddd	d	<name>	<name>

Hg	hg	H	Hg	Hg	Hg	g	Hg	Hg	Hg	INITCAP	NODIGIT	0	NOPUNCT	Hg	Xx	Xx	I-<formula>	I-<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
Sr	sr	S	Sr	Sr	Sr	r	Sr	Sr	Sr	INITCAP	NODIGIT	0	NOPUNCT	Sr	Xx	Xx	<formula>	<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
YCu	ycu	Y	YC	YCu	YCu	u	Cu	YCu	YCu	INITCAP	NODIGIT	0	NOPUNCT	YCu	XXx	Xx	<formula>	<formula>
2	2	2	2	2	2	2	2	2	2	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
O	o	O	O	O	O	O	O	O	O	ALLCAPS	NODIGIT	1	NOPUNCT	O	X	X	<formula>	<formula>
8	8	8	8	8	8	8	8	8	8	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	<formula>	<formula>
